temperature
28.484375
28.4921875
28.484375
28.484375
28.46875
28.484375
28.46875
28.4765625
28.5
28.5078125
28.5078125
28.5078125
28.515625
28.515625
28.5234375
28.5234375
28.5234375
28.5234375
28.53125
28.5390625
28.5390625
28.5390625
28.5390625
28.5390625
28.546875
28.546875
28.5390625
28.546875
28.546875
28.5546875
