temperature
30.765625
30.7578125
30.7578125
30.734375
30.7578125
30.765625
30.7734375
30.765625
30.765625
30.7734375
30.765625
30.765625
30.7578125
30.765625
30.765625
30.7734375
30.78125
30.7734375
30.78125
30.78125
30.78125
30.7890625
30.7890625
30.78125
30.796875
30.796875
30.7890625
30.796875
30.8046875
30.7890625
