temperature
30.828125
30.8203125
30.828125
30.828125
30.8359375
30.8359375
30.8203125
30.8359375
30.828125
30.8125
30.84375
30.8359375
30.84375
30.859375
30.84375
30.84375
30.84375
30.828125
30.84375
30.859375
30.859375
30.859375
30.859375
30.8515625
30.8671875
30.859375
30.875
30.875
30.859375
30.859375
