temperature
34.53125
34.5234375
34.5234375
34.53125
34.5234375
34.53125
34.5390625
34.5234375
34.5234375
34.5078125
34.53125
34.53125
34.5546875
34.5390625
34.546875
34.546875
34.546875
34.5390625
34.546875
34.5625
34.546875
34.546875
34.5546875
34.546875
34.5390625
34.5546875
34.5625
34.5390625
34.5390625
34.5625
