temperature
34.40625
34.4140625
34.390625
34.390625
34.390625
34.3671875
34.4140625
34.4140625
34.3984375
34.4140625
34.3984375
34.4140625
34.3671875
34.4140625
34.4140625
34.421875
34.40625
34.40625
34.4140625
34.3828125
34.3828125
34.40625
34.375
34.40625
34.421875
34.375
34.40625
34.3984375
34.40625
34.3828125
