user_id,song_index,spotify_id,Arousal,Valence,GEMS_Wonder,GEMS_Transcendence,GEMS_Tenderness,GEMS_Nostalgia,GEMS_Peacefulness,GEMS_Power,GEMS_Joyful Activation,GEMS_Tension,GEMS_Sadness
10,10,2QsZVnbWVSjKMXK6K3uRBL,0.74,0.25,0.5,0.5,0.25,0.0,0.0,0.5,0.0,0.0,0.0
10,11,2HsjJJL4DhPCzMlnaGv7ap,0.57,0.74,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
10,12,4YwbSZaYeYja8Umyt222Qf,0.64,0.3,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.5
10,13,7oOOI85fVQvVnK5ynNMdW7,0.27,0.77,0.0,0.25,0.0,0.0,0.25,1.0,0.25,0.0,0.0
10,14,3G7tRC24Uh09Hmp1KZ7LQ2,0.82,0.68,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
10,15,7xQiq1lCtwkJdI3zni9BZp,0.17,0.26,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
10,16,1YYhDizHx7PnDhAhko6cDS,0.73,0.62,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10,17,2yBVeksU2EtrPJbTu4ZslK,0.16,0.3,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.5
10,18,4qYMcUZzsIYRNi7LnVV90v,0.22,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,19,1H5IfYyIIAlgDX8zguUzns,0.35,0.25,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0
11,0,1y4eb6hmAvsqlDOl3fx9kk,0.75,0.72,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0
11,1,1SV1fxF65n9NhRHp3KlBuu,0.33,0.58,0.0,0.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0
11,2,75zMKn5euxQdlkZgu4P42J,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
11,3,6epn3r7S14KUqlReYr77hA,0.56,0.64,0.0,0.0,0.0,0.25,0.0,0.5,0.75,0.0,0.0
11,4,1ZPlNanZsJSPK5h9YZZFbZ,0.32,0.45,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0
11,5,34gCuhDGsG4bRPIf9bb02f,0.3,0.4,0.0,0.0,0.5,0.25,0.25,0.0,0.25,0.0,0.25
11,6,31IogzJ6J55FjbJhKT9PBy,0.1,0.3,0.0,0.25,0.25,0.25,0.75,0.0,0.0,0.0,0.25
11,7,5JVlu41jJTVVD8HnkcslNZ,0.16,0.24,0.0,0.0,0.75,0.5,0.5,0.0,0.0,0.0,0.25
11,8,4EI8VuxUuIHKfafU72emqz,0.58,0.4,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0
11,9,7IsXXgpowAB48crGjV1oGb,0.25,0.3,0.0,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.25
11,10,5pgmgHNxiq9w9XuthMKzJS,0.63,0.57,0.0,0.0,0.25,0.25,0.0,0.25,0.5,0.0,0.0
11,11,6dGnYIeXmHdcikdzNNDMm2,0.3,0.46,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0
11,12,3MWToltSqef5lgDt0pO16p,0.57,0.42,0.25,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.25
11,13,0gJvqi9QyASOCtJu99tytc,0.57,0.39,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25
11,14,09CtPGIpYB4BrO8qb1RGsF,0.8,0.59,0.25,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0
11,15,1yJzoX4xPsACzVxUarXRKa,0.08,0.12,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.25
11,16,0PsbWiVtix5FoTZ1s00mEl,0.36,0.42,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0
11,17,5z3ZDMP02xF33yCvPFnct3,0.37,0.31,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.25,0.25
11,18,2yOm4lN7aTygtXanJFNFWU,0.28,0.31,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.25
11,19,3BQHpFgAp4l80e1XslIjNI,0.16,0.21,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25
12,0,07ceEXOyS7ghQkyCOycXwP,0.94,0.67,0.5,0.75,0.0,0.0,0.0,1.0,0.5,0.0,0.0
12,1,77xMtm3bTqLVN6FiJurLFv,0.84,0.46,0.75,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0
12,2,2MfOcbtgz2yTsiznFmVZUN,0.7,0.7,0.0,0.75,0.5,0.0,0.0,0.5,0.75,0.0,0.0
12,3,47Slg6LuqLaX0VodpSCvPt,0.54,0.79,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0
12,4,6yHx2dNnWb1fEChGoulEVc,0.83,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,5,6yLkOiVYKaBw4DdHbH9r4n,0.12,0.94,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12,6,31IogzJ6J55FjbJhKT9PBy,0.2,0.54,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0
12,7,7cFQFr1VpkSp3BTIn7X719,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
12,8,4YMQXzscifAREG0a7KNGhB,0.57,0.31,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.75
12,9,62Yu8QL1g9pdbvN4XL9Rah,0.41,0.41,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.5
12,10,0xmjwnQ3FNE6HuWCt2nHdZ,0.68,0.58,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0
12,11,3mRM4NM8iO7UBqrSigCQFH,0.73,0.53,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
12,12,29rQJydAlO0uMyWvRIZxQg,0.5,0.43,0.0,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.5
12,13,7ptdX6yHWePemlp0TuOhK5,0.67,0.75,0.75,0.0,0.0,0.5,0.0,0.75,0.75,0.0,0.0
12,14,7so0lgd0zP2Sbgs2d7a1SZ,0.65,0.34,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.5
12,15,6l8EbYRtQMgKOyc1gcDHF9,0.15,0.28,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75
12,16,3XVBdLihbNbxUwZosxcGuJ,0.11,0.46,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.75
12,17,5BUq9bdtsm3LWw5laJeJ4R,0.14,0.37,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.25,0.75
12,18,2TjnCxxQRYn56Ye8gkUKiW,0.55,0.47,0.0,0.75,0.5,0.75,0.5,0.0,0.0,0.0,0.0
12,19,7ygBd6XOHoCzIOEL147xbz,0.16,0.46,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.5
13,0,0S0YKiEdR9cT9pYgEaTevF,0.25,0.1,0.0,0.0,0.75,0.75,1.0,0.0,0.0,0.0,0.0
13,1,4W0pzgxtVud25lXyfnfxDC,0.36,0.68,0.0,0.0,1.0,0.0,0.75,0.0,0.75,0.0,0.0
13,2,1vZTgn4JXWMahR8r99ug5H,0.17,0.29,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75
13,3,1yJzoX4xPsACzVxUarXRKa,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
13,4,5ihS6UUlyQAfmp48eSkxuQ,0.19,0.37,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75
13,5,2nLtzopw4rPReszdYBJU6h,0.7,0.38,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
13,6,6o3MvjWfF0jczTzPRcfZsK,0.86,0.75,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0
13,7,05rWggLwQ2weA4D2cRAt55,0.8,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0
13,8,0K7wIocSvzcRISpssBUzfZ,0.73,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0
13,9,3YRCqOhFifThpSRFJ1VWFM,0.65,0.41,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0
13,10,1YYhDizHx7PnDhAhko6cDS,0.6,0.36,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75
13,11,19Shlms2uTnOjIUg50TXzd,0.82,0.79,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.0
13,12,7xQiq1lCtwkJdI3zni9BZp,0.31,0.62,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0
13,13,6SDJcDg0BzVOuUGT0WEYKP,0.37,0.6,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0
13,14,7cFQFr1VpkSp3BTIn7X719,0.86,0.63,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0
13,15,6ECp64rv50XVz93WvxXMGF,0.69,0.33,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0
13,16,2zFdsAIk9r2Mi7Lmm1w3sM,0.58,0.33,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0
13,17,5rb9QrpfcKFHM1EUbSIurX,0.78,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0
13,18,7J41dYQolQJEtj3UmKLu5r,0.84,0.6,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0
13,19,6sBA8b9bT8Z8G8TkVDvNTK,0.79,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0
14,0,49FYlytm3dAAraYgpoJZux,0.61,0.72,0.0,0.0,0.0,0.0,0.5,0.25,0.75,0.0,0.0
14,1,1BxfuPKGuaTgP7aM0Bbdwr,0.38,0.57,0.0,0.0,0.75,0.0,0.75,0.0,0.5,0.0,0.0
14,2,2gE95JskwQ1pCACTpGe1Db,0.41,0.58,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
14,3,6eV7eK07znOHcKz3bzEmpS,0.35,0.73,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.0
14,4,2olVm1lHicpveMAo4AUDRB,0.39,0.61,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0
14,5,4YMQXzscifAREG0a7KNGhB,0.27,0.53,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0
14,6,5Y8QJVMu9MWziD2IgujriR,0.19,0.65,0.0,0.0,0.75,0.0,1.0,0.0,0.75,0.0,0.0
14,7,7IsXXgpowAB48crGjV1oGb,0.37,0.73,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0
14,8,4EI8VuxUuIHKfafU72emqz,0.26,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
14,9,1K1nzhbKCNmrNXi9B07mPF,0.16,0.42,0.0,0.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0
14,10,4xnp5cvuGKQGwuIRHCTUzh,0.58,0.33,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.5
14,11,5Pj5zrq2nbKcAekH1AxbrO,0.19,0.31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75
14,12,0PsbWiVtix5FoTZ1s00mEl,0.4,0.21,0.0,0.0,0.75,1.0,0.5,0.0,0.0,0.0,0.5
14,13,6zV8IpLvw0tkRSVCFQJB1y,0.18,0.52,0.0,0.0,0.5,0.75,0.75,0.0,0.0,0.0,0.0
14,14,2RzJwBCXsS1VnjDm2jKKAa,0.55,0.3,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75
14,15,0ZUo4YjG4saFnEJhdWp9Bt,0.73,0.4,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75
14,16,2MfOcbtgz2yTsiznFmVZUN,0.76,0.72,0.75,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
14,17,6qVXkG01rBYGfxIndGOQ3z,0.8,0.42,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0
14,18,3lec3CzDPAxsZokPph5w87,0.71,0.37,0.75,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.25
14,19,0Qh38w01QRXK6KHIv0e3hb,0.78,0.39,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75
15,0,6dGnYIeXmHdcikdzNNDMm2,0.23,0.68,0.0,0.0,0.5,0.0,0.25,0.0,0.5,0.0,0.0
15,1,6VObnIkLVruX4UVyxWhlqm,0.47,0.29,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.5
15,2,6SKwQghsR8AISlxhcwyA9R,0.76,0.51,0.0,0.0,0.75,0.0,0.0,0.25,0.25,0.0,0.0
15,3,6qVXkG01rBYGfxIndGOQ3z,0.94,0.2,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0
15,4,0b4M7hd7mzLTm99MrMeZsp,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
15,5,5sJnwwIjhid95JI3zShd6A,0.18,0.69,0.0,0.5,0.5,0.0,0.5,0.0,0.25,0.0,0.0
15,6,6yLkOiVYKaBw4DdHbH9r4n,0.23,0.63,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0
15,7,69RH84na5iUNwrwxpgjC5j,0.6,0.54,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
15,8,0mbS3VwRbO6HVBMPXnzOGA,0.18,0.48,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
15,9,4EI8VuxUuIHKfafU72emqz,0.32,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
15,10,4qjscZh4jfhkpcQG4ZQfi2,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
15,11,7Ar4G7Ci11gpt6sfH9Cgz5,0.57,0.72,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15,12,53LwBS4bovyljsMlLqGfd6,0.62,0.58,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
15,13,7so0lgd0zP2Sbgs2d7a1SZ,0.18,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,14,20OFwXhEXf12DzwXmaV7fj,0.78,0.79,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0
15,15,6zC0mpGYwbNTpk9SKwh08f,0.17,0.43,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0
15,16,7dfl9X38RhIvB3oSmmneq3,0.67,0.32,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0
15,17,1oht5GevPN9t1T3kG1m1GO,0.19,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
15,18,3rTnGUeDrnZV22DvRuUuXr,0.54,0.43,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,19,6T0gaMfEfNWXZCGQKh1wlo,0.02,0.07,0.0,0.25,1.0,0.75,0.5,0.0,0.0,0.0,0.0
16,0,1ZwJALwnYbeHdEVCNVmniz,0.62,0.36,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25
16,1,0DlVOdK5GJtnom4nI3EOz5,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
16,2,0Q3GpBYKy5Mx97TNBJVibl,0.37,0.45,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0
16,3,7sqK6f8dHVx3Q1GjFrVyGl,0.42,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
16,4,4Qj9e2yydpmjA3qSJv58Se,0.54,0.55,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
16,5,6rovOdp3HgK1DeAMYDzoA7,0.7,0.65,0.0,0.0,0.5,0.0,0.25,0.25,0.25,0.0,0.0
16,6,7Ar4G7Ci11gpt6sfH9Cgz5,0.64,0.6,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
16,7,2igwFfvr1OAGX9SKDCPBwO,0.78,0.65,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
16,8,2PFIZFcGry0po3ZfRZkzKc,0.64,0.62,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0
16,9,4o6BgsqLIBViaGVbx5rbRk,0.37,0.56,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0
16,10,3S94k75DXrZI7OX3c9KPfr,0.65,0.57,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0
16,11,6HPLeKiNm92RbykX2BDTUB,0.34,0.58,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0
16,12,7rbECVPkY5UODxoOUVKZnA,0.71,0.4,0.25,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.25
16,13,273QnyCvJB65rScHJ1nPZb,0.28,0.53,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0
16,14,6XHVuErjQ4XNm6nDPVCxVX,0.68,0.57,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
16,15,77xMtm3bTqLVN6FiJurLFv,0.69,0.63,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
16,16,1NCuYqMc8hKMb4cpNTcJbD,0.36,0.6,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25
16,17,0b4M7hd7mzLTm99MrMeZsp,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
16,18,09CtPGIpYB4BrO8qb1RGsF,0.68,0.59,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0
16,19,4sFtp3pDTJnOZfZuhY20vr,0.71,0.38,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25
17,0,6zV8IpLvw0tkRSVCFQJB1y,0.27,0.54,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0
17,1,3XVBdLihbNbxUwZosxcGuJ,0.19,0.45,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.0,0.0
17,2,1fu5IQSRgPxJL2OTP7FVLW,0.77,1.0,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.0,0.0
17,3,3wM6RTAnF7IQpMFd7b9ZcL,0.52,0.54,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.0,0.0
17,4,6oMZhY0f1ReI6AJDDYfuSb,0.54,0.42,0.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.25
17,5,1CiVz2WkmZRwhU3A6J2Gjz,0.99,0.98,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
17,6,1jq28NGw6wdtFKx8MBPy6C,0.63,0.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,7,4mcZYzoGwPRDdhWVlygiHf,0.75,0.65,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.25
17,8,2ENexcMEMsYk0rVJigVD3i,0.74,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
17,9,00qOE7OjRl0BpYiCiweZB2,0.73,0.55,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25
17,10,5FoeE0CWMs0CbX0udYutDS,0.57,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0
17,11,0b4M7hd7mzLTm99MrMeZsp,0.69,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
17,12,6JY1IdkZGeIcPegKxjSKeb,0.63,0.62,0.0,0.0,0.0,0.25,0.0,0.75,0.25,0.0,0.0
17,13,0G21yYKMZoHa30cYVi1iA8,0.74,0.38,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0
17,14,2goLsvvODILDzeeiT4dAoR,0.68,0.62,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0
17,15,4IkWzcb7Zaarlz1lmiKNPE,0.38,0.55,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
17,16,0Q3GpBYKy5Mx97TNBJVibl,0.08,0.57,0.0,0.0,0.75,0.25,0.75,0.0,0.0,0.0,0.0
17,17,19Shlms2uTnOjIUg50TXzd,0.59,0.63,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0
17,18,0mbS3VwRbO6HVBMPXnzOGA,0.15,0.44,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25
17,19,5sJnwwIjhid95JI3zShd6A,0.2,0.7,0.0,0.0,0.25,0.0,0.75,0.0,0.75,0.0,0.0
18,0,1htQDV8JxSuXG2QsNj5ttr,0.91,0.94,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18,1,7tqhbajSfrz2F7E1Z75ASX,0.19,0.31,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.25,0.25
18,2,64UioB4Nmwgn2f4cbIpAkl,0.46,0.45,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.25,0.0
18,3,1oYYd2gnWZYrt89EBXdFiO,0.62,0.49,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0
18,4,7r91bpZvftQAk6EfdSdwXq,0.84,0.8,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
18,5,1aWV3uY3SIEZVbmv45oFWS,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0
18,6,76TZCvJ8GitQ2FA1q5dKu0,0.08,0.25,0.0,0.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0
18,7,7xQiq1lCtwkJdI3zni9BZp,0.15,0.5,0.0,0.25,0.5,0.75,0.5,0.0,0.0,0.0,0.25
18,8,1ZwJALwnYbeHdEVCNVmniz,0.65,0.82,0.25,0.75,0.5,0.5,0.5,0.0,0.5,0.0,0.0
18,9,0Q3GpBYKy5Mx97TNBJVibl,0.17,0.42,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0
18,10,4W0pzgxtVud25lXyfnfxDC,0.36,0.5,0.25,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.25
18,11,75lWQzF7y0FY9380G3gEZ9,0.27,0.52,0.25,0.75,0.75,0.5,0.5,0.0,0.0,0.0,0.0
18,12,7rbECVPkY5UODxoOUVKZnA,0.15,0.22,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25
18,13,5ihS6UUlyQAfmp48eSkxuQ,0.18,0.46,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0
18,14,3XVBdLihbNbxUwZosxcGuJ,0.45,0.22,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.25
18,15,0hCB0YR03f6AmQaHbwWDe8,0.68,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,16,57BrRMwf9LrcmuOsyGilwr,0.9,0.8,0.25,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.25
18,17,70jtjJHtVBPuxllGPCWxnX,0.44,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,18,0Qh38w01QRXK6KHIv0e3hb,0.86,0.79,0.5,0.25,0.0,0.25,0.0,0.75,0.25,0.0,0.0
18,19,6UBjSnyP1O5W5ndJoO9vUk,0.21,0.21,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
19,0,0gJvqi9QyASOCtJu99tytc,0.72,0.2,0.75,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.75
19,1,60a0Rd6pjrkxjPbaKzXjfq,0.74,0.3,0.75,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0
19,2,7j4OmvkjRz0PrjFADlHfQx,0.63,0.35,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5
19,3,6qVXkG01rBYGfxIndGOQ3z,0.91,0.71,1.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0
19,4,6JY1IdkZGeIcPegKxjSKeb,0.65,0.56,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0
19,5,4lYaAFLiZMxrqHUijf83ZR,0.36,0.27,0.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.25
19,6,6SDJcDg0BzVOuUGT0WEYKP,0.3,0.7,0.0,0.0,0.5,0.0,0.25,0.0,0.75,0.0,0.0
19,7,0DlVOdK5GJtnom4nI3EOz5,0.76,0.59,0.75,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0
19,8,52FlwUMMDnTK8TGkCag9Jd,0.38,0.68,0.0,0.25,0.5,0.25,0.25,0.0,0.0,0.0,0.0
19,9,7wnm2J7SGOMLv7oycQZzDc,0.16,0.43,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
19,10,1jF7IL57ayN4Ity3jQqGu0,0.8,0.71,0.75,0.25,0.0,0.0,0.0,0.5,0.25,0.25,0.0
19,11,1db0gbTSKdRQum8VlbNkiO,0.73,0.56,0.25,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0
19,12,5rb9QrpfcKFHM1EUbSIurX,0.83,0.67,0.75,0.25,0.0,0.0,0.0,0.75,0.5,0.25,0.0
19,13,07GvNcU1WdyZJq3XxP0kZa,0.75,0.64,0.5,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0
19,14,6twIBPybEvGydyNzNz89FT,0.76,0.63,0.5,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0
19,15,6l8EbYRtQMgKOyc1gcDHF9,0.29,0.22,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
19,16,5WOLghNew2YKZO96gYoM7p,0.21,0.43,0.0,0.25,0.5,0.25,0.25,0.0,0.0,0.0,0.25
19,17,31er9IGsfFbwqy1pH4aiTP,0.7,0.27,0.5,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0
19,18,5Pj5zrq2nbKcAekH1AxbrO,0.25,0.12,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.75
19,19,1yJzoX4xPsACzVxUarXRKa,0.35,0.3,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.25
20,0,2n4uOdMHzEvcZ0KP7iQnay,0.27,0.73,0.25,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0
20,1,7so0lgd0zP2Sbgs2d7a1SZ,0.58,0.59,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.0,0.0
20,2,4BTsEp2tjLdQZcLiI2OT4E,0.81,0.81,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20,3,6I9VzXrHxO9rA9A5euc8Ak,0.66,0.7,0.75,0.75,0.0,0.0,0.0,0.75,0.75,0.25,0.0
20,4,2HRbnflWz1K17PhfdxH6w2,0.6,0.69,0.75,0.5,0.25,0.0,0.0,0.25,0.5,0.0,0.0
20,5,17CPezzLWzvGfpZW6X8XT0,0.54,0.41,0.25,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0
20,6,2rIqbiRDXuiWxFHfLgzYRe,0.45,0.57,0.75,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0
20,7,4Pn0JlCUusD2QHjADuOzuV,0.59,0.54,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.0,0.0
