temperature
31.3671875
31.3671875
31.3671875
31.3671875
31.3671875
31.359375
31.375
31.359375
31.3671875
31.375
31.375
31.375
31.3671875
31.375
31.375
31.3671875
31.375
31.3828125
31.390625
31.3828125
31.3828125
31.3828125
31.375
31.3984375
31.375
31.3984375
31.3828125
31.3828125
31.390625
31.390625
