temperature
33.6953125
33.6875
33.6953125
33.6875
33.6953125
33.6875
33.6875
33.6796875
33.6796875
33.6796875
33.6796875
33.6796875
33.6796875
33.671875
33.6640625
33.6796875
33.6640625
33.6484375
33.6640625
33.6484375
33.6640625
33.6640625
33.65625
33.65625
33.6484375
33.640625
33.640625
33.640625
33.6328125
33.6328125
