temperature
30.4296875
30.4140625
30.4140625
30.4140625
30.40625
30.4296875
30.421875
30.4140625
30.4296875
30.4140625
30.4296875
30.4140625
30.4140625
30.421875
30.4375
30.4296875
30.4296875
30.4296875
30.4375
30.4453125
30.4375
30.4296875
30.453125
30.4453125
30.4375
30.453125
30.453125
30.4375
30.4375
30.4375
