temperature
31.3984375
31.421875
31.4140625
31.40625
31.421875
31.421875
31.4140625
31.421875
31.421875
31.40625
31.421875
31.421875
31.4140625
31.40625
31.3984375
31.4140625
31.4140625
31.3984375
31.3984375
31.40625
31.3984375
31.4140625
31.4140625
31.40625
31.4140625
31.3984375
31.3984375
31.3984375
31.421875
31.3984375
