bvp
-0.0124898049980402
-0.0140386223793029
-0.0150685524567961
-0.0155313834547996
-0.0154455918818712
-0.0148889385163784
-0.0139812780544161
-0.0128638194873929
-0.0116770602762699
-0.010541321709752
-0.0095445308834314
-0.0087383557111024
-0.0081380307674407
-0.0077227288857102
-0.0074409525841474
-0.0072228228673338
-0.0069932201877236
-0.0066811721771955
-0.0062280050478875
-0.0055973110720515
-0.004782167263329
-0.0038042124360799
-0.0027060699649155
-0.0015407279133796
-0.0003617057809606
0.0007831309922039
0.00185257056728
0.0028044870123267
0.0035826244857162
0.0041097733192145
0.0042939065024256
0.0040442133322358
0.0032922702375799
0.0020134283695369
0.0002408868167549
-0.0019337157718837
-0.0043709864839911
-0.006899794563651
-0.0093356948345899
-0.0114990882575511
-0.0132322115823626
-0.0144163463264703
-0.0149857643991708
-0.0149338142946362
-0.0143121993169188
-0.0132235214114189
-0.0118045266717672
-0.0102034863084554
-0.0085590733215212
-0.006983570754528
-0.0055537763983011
-0.0043124048970639
-0.0032726037316024
-0.0024189404211938
-0.0017085117287933
-0.0010766014456748
-0.0004477258771657
0.000249698292464
0.0010698144324123
0.0020423540845513
0.0031730406917631
0.0044464943930506
0.0058286315761506
0.0072710118256509
0.0087194498628377
0.0101219899952411
0.0114266155287623
0.0125689469277858
0.0134627185761928
0.0140022709965705
0.0140772564336657
0.0135954469442367
0.0125058675184845
0.0108150709420442
0.0085940714925527
0.0059758182615041
0.0031428837683051
0.0003062090836465
-0.0023196754045784
-0.0045390664599835
-0.0061941528692841
-0.0071810209192335
-0.0074614756740629
-0.0070690331049263
-0.0061055212281644
-0.004725151695311
-0.003108880482614
-0.0014365669339895
0.0001371391117572
0.0015010451897978
0.0025978852063417
0.003424035385251
0.0040193991735577
0.0044529545120894
0.0048089572228491
0.0051744296215474
0.0056263809092342
0.0062215132638812
0.006990423426032
0.0079335505142807
0.0090213734656572
0.0102030094712972
0.0114187430590391
0.0126107279211282
0.0137299699708819
0.0147368609905242
0.0155937485396862
0.0162539407610893
0.0166546646505594
0.0167171154171228
0.0163536015897989
0.0154830235987901
0.0140525847673416
0.0120590683072805
0.0095610385760664
0.0066766608506441
0.0035711396485567
0.0004403886268846
-0.0025081492494791
-0.0050784479826688
-0.0071095051243901
-0.0084947822615504
-0.0091948416084051
-0.0092410221695899
-0.0087283002212643
-0.0077983252704143
-0.0066163395531475
-0.0053469995036721
-0.0041322666220366
-0.003073242958635
-0.0022221256513148
