temperature
29.96875
29.9765625
29.9765625
29.9765625
29.96875
29.984375
29.9921875
29.9921875
29.9921875
29.984375
29.9921875
29.9921875
30.0
29.9921875
29.9921875
29.9921875
29.9921875
30.0
29.9921875
29.9921875
30.0
30.0
30.0
30.0078125
29.9921875
29.9921875
29.984375
29.9609375
29.984375
29.9921875
